N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1287,QV 레버리지 금 선물 ETN(H),"19,380",0,0.00%,0,194,"1,000",0.00,0,N/A,N/A,
1288,하나 인버스 2X 구리 선물 ETN(H),"19,380",245,-1.25%,0,194,"1,000",0.00,9,N/A,N/A,
1289,메리츠 레버리지 금 선물 ETN(H),"19,270",50,+0.26%,0,193,"1,000",0.00,26,N/A,N/A,
1290,미래에셋 인버스 2X 옥수수 선물 ETN,"19,085",170,-0.88%,0,191,"1,000",0.00,7,N/A,N/A,
1291,미래에셋 K200 Auto-KO-C 2212-01 ETN,"9,470",145,-1.51%,0,189,"2,000",0.00,268,N/A,N/A,
1292,HANARO 글로벌탄소배출권선물ICE(합성),"12,625",135,-1.06%,0,189,"1,500",0.02,"36,081",N/A,N/A,
1293,KINDEX 밸류대형,"9,920",10,-0.10%,0,188,"1,900",0.00,36,N/A,N/A,
1294,한화우,"39,300",250,+0.64%,"5,000",188,479,0.15,282,6.65,N/A,
1295,TIGER 200 에너지화학,"19,215",195,-1.00%,0,188,980,0.74,"3,338",N/A,N/A,
1296,QV 인버스 미국 IT TOP5 ETN(H),"9,390",30,+0.32%,0,188,"2,000",0.00,7,N/A,N/A,
1297,미래에셋 KRX 금Auto-KO-P(참100) 2210 ETN,"9,385",0,0.00%,0,188,"2,000",0.00,0,N/A,N/A,
1298,메리츠 인버스 2X 대표 농산물 선물 ETN(H),"18,755",385,-2.01%,0,188,"1,000",0.00,2,N/A,N/A,
1299,KINDEX 일본Nikkei225(H),"18,705",20,-0.11%,0,187,"1,000",0.00,"5,719",N/A,N/A,
1300,한진칼우,"34,800",400,-1.14%,"2,500",187,537,0.90,340,-39.64,N/A,
1301,하나 인버스 2X 옥수수 선물 ETN(H),"18,665",85,-0.45%,0,187,"1,000",0.00,2,N/A,N/A,
1302,KODEX 구리선물(H),"8,075",45,+0.56%,0,186,"2,300",0.02,"15,214",N/A,N/A,
1303,KODEX 운송,"5,740",45,-0.78%,0,184,"3,200",0.04,"12,826",N/A,N/A,
1304,FOCUS KRX300,"18,265",180,-0.98%,0,183,"1,000",0.00,13,N/A,N/A,
1305,KODEX KRX300레버리지,"18,160",365,-1.97%,0,182,"1,000",0.45,"13,229",N/A,N/A,
1306,KODEX 코스피100,"30,050",265,-0.87%,0,180,600,0.00,"8,799",N/A,N/A,
1307,ARIRANG 단기채권액티브,"106,105",10,-0.01%,0,179,169,0.00,20,N/A,N/A,
1308,삼성 인버스 2X 은 선물 ETN(H),"1,790",25,-1.38%,0,179,"10,000",0.00,"20,949",N/A,N/A,
1309,SOL 유럽탄소배출권선물S&P(H),"13,600",200,-1.45%,0,177,"1,300",0.05,"18,809",N/A,N/A,
1310,KODEX 보험,"7,335",245,+3.46%,0,176,"2,400",0.44,"461,485",N/A,N/A,
1311,KODEX MSCI KOREA ESG유니버설,"11,695",110,-0.93%,0,175,"1,500",0.00,"1,727",N/A,N/A,
1312,KOSEF 코스닥150,"6,925",240,-3.35%,0,175,"2,520",0.00,"13,377",N/A,N/A,
1313,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),"17,325",95,+0.55%,0,173,"1,000",0.00,813,N/A,N/A,
1314,KODEX 200롱코스닥150숏선물,"10,715",160,+1.52%,0,171,"1,600",0.00,219,N/A,N/A,
1315,KB 인버스 2X 항셍테크 선물 ETN,"16,810",755,-4.30%,0,168,"1,000",0.00,"25,037",N/A,N/A,
1316,에셋플러스 코리아플랫폼액티브,"9,330",135,-1.43%,0,168,"1,800",1.67,"26,146",N/A,N/A,
1317,KODEX 게임산업,"15,260",180,-1.17%,0,168,"1,100",0.02,"32,006",N/A,N/A,
1318,미래에셋 레버리지 은 선물 ETN,"16,385",455,+2.86%,0,164,"1,000",0.00,2,N/A,N/A,
1319,KB 레버리지 나스닥 100 ETN,"16,380",310,-1.86%,0,164,"1,000",0.00,"22,881",N/A,N/A,
1320,KODEX Fn K-뉴딜디지털플러스,"10,895",100,-0.91%,0,163,"1,500",0.17,591,N/A,N/A,
1321,SOL KRX300,"18,155",200,-1.09%,0,163,900,0.00,3,N/A,N/A,
1322,TIGER 유로스탁스배당30,"13,500",30,+0.22%,0,162,"1,200",0.00,"35,175",N/A,N/A,
1323,HANARO KRX300,"17,960",150,-0.83%,0,162,900,0.00,67,N/A,N/A,
1324,하나 인버스 2X 콩 선물 ETN(H),"16,155",525,-3.15%,0,162,"1,000",0.00,11,N/A,N/A,
1325,KOSEF Fn중소형,"24,350",155,-0.63%,0,161,660,0.00,217,N/A,N/A,
1326,TRUE 레버리지 은 선물 ETN,"16,055",0,0.00%,0,161,"1,000",0.00,0,N/A,N/A,
1327,TIGER 글로벌자원생산기업(합성 H),"14,560",210,+1.46%,0,160,"1,100",0.00,"12,792",N/A,N/A,
1328,메리츠 레버리지 은 선물 ETN(H),"15,750",415,+2.71%,0,158,"1,000",0.00,150,N/A,N/A,
1329,태영건설우,"12,050",50,-0.41%,500,157,"1,302",0.84,"3,769",-197.54,N/A,
1330,KODEX 200가치저변동,"11,005",5,-0.05%,0,154,"1,400",0.00,"2,345",N/A,N/A,
1331,QV 레버리지 은 선물 ETN(H),"15,350",0,0.00%,0,154,"1,000",0.00,0,N/A,N/A,
1332,신한 인버스 옥수수 선물 ETN(H),"7,630",20,-0.26%,0,153,"2,000",0.00,998,N/A,N/A,
1333,QV S&P500 VIX S/T 선물 ETN C,"7,580",225,-2.88%,0,152,"2,000",0.00,"11,051",N/A,N/A,
1334,SK증권우,"3,860",10,+0.26%,500,151,"3,913",1.23,"3,235",37.48,N/A,
1335,삼성 인버스 2X HSCEI ETN(H),"15,090",820,-5.15%,0,151,"1,000",0.00,"1,371",N/A,N/A,
1336,KODEX S&P글로벌인프라(합성),"12,930",25,+0.19%,0,151,"1,166",0.03,"5,590",N/A,N/A,
1337,TIGER 단기선진하이일드(합성 H),"12,555",5,+0.04%,0,151,"1,200",0.00,545,N/A,N/A,
1338,KODEX 기계장비,"5,655",20,-0.35%,0,150,"2,660",0.15,"24,244",N/A,N/A,
1339,FOCUS ESG리더스,"11,125",60,-0.54%,0,150,"1,350",0.00,35,N/A,N/A,
1340,TIGER 일본니케이225,"17,390",60,+0.35%,0,150,860,0.01,630,N/A,N/A,
1341,신한 인버스 콩 선물 ETN(H),"7,465",110,-1.45%,0,149,"2,000",0.00,"1,896",N/A,N/A,
1342,KBSTAR 채권혼합,"62,090",250,-0.40%,0,149,240,0.00,54,N/A,N/A,
1343,TIGER LG그룹+펀더멘털,"10,765",200,-1.82%,0,149,"1,380",0.00,"14,437",N/A,N/A,
1344,ARIRANG 200선물인버스2X,"4,500",75,+1.69%,0,148,"3,300",4.90,"31,511",N/A,N/A,
1345,TRUE FTSE100 ETN,"14,730",85,+0.58%,0,147,"1,000",0.00,1,N/A,N/A,
1346,삼양사우,"39,750",250,+0.63%,"5,000",147,370,6.36,15,8.60,N/A,
1347,KBSTAR V&S셀렉트밸류채권혼합,"12,220",5,-0.04%,0,147,"1,200",0.00,"9,245",N/A,N/A,
1348,KINDEX 미국IT인터넷S&P(합성 H),"18,285",225,-1.22%,0,146,800,0.00,"2,514",N/A,N/A,
1349,KODEX 200exTOP,"13,285",0,0.00%,0,146,"1,100",0.00,0,N/A,N/A,
1350,메리츠 S&P 유럽탄소배출권 선물 ETN(H),"14,475",225,-1.53%,0,145,"1,000",0.00,47,N/A,N/A,
1351,미래에셋 S&P 유럽탄소배출권 선물 ETN,"14,450",220,-1.50%,0,144,"1,000",0.00,"1,877",N/A,N/A,
1352,TRUE S&P 유럽탄소배출권 선물 ETN(H),"14,450",250,-1.70%,0,144,"1,000",0.00,47,N/A,N/A,
1353,메리츠 S&P 유럽탄소배출권 선물 ETN,"14,445",230,-1.57%,0,144,"1,000",0.00,757,N/A,N/A,
1354,넥센우,"3,995",140,-3.39%,500,144,"3,601",18.03,"219,053",6.13,N/A,
1355,TIGER 은행,"8,130",205,+2.59%,0,143,"1,760",0.96,"122,568",N/A,N/A,
1356,신한 레버리지 Russell 2000 ETN,"14,210",415,-2.84%,0,142,"1,000",0.00,"3,569",N/A,N/A,
1357,신한 인버스 2X 미국달러 선물 ETN,"7,085",20,+0.28%,0,142,"2,000",0.00,39,N/A,N/A,
1358,TIGER 유로스탁스레버리지(합성 H),"10,890",25,-0.23%,0,142,"1,300",0.00,725,N/A,N/A,
1359,KODEX 미국채10년선물,"11,750",80,-0.68%,0,141,"1,200",0.00,"8,038",N/A,N/A,
1360,TIGER MSCI KOREA ESG유니버설,"11,675",145,-1.23%,0,140,"1,200",0.00,311,N/A,N/A,
1361,대신 인버스 철광석 선물 ETN(H),"1,265",25,+2.02%,0,139,"11,000",0.00,"87,736",N/A,N/A,
1362,TIGER 우량가치,"12,125",40,+0.33%,0,138,"1,140",0.00,"3,564",N/A,N/A,
1363,대신 니켈선물 ETN(H),"19,555",290,+1.51%,0,137,700,0.00,"1,858",N/A,N/A,
1364,삼성 인버스 2X 항셍테크 ETN(H),"13,660",590,-4.14%,0,137,"1,000",0.00,"81,323",N/A,N/A,
1365,삼성 인버스 2X 구리 선물 ETN(H),"2,725",25,-0.91%,0,136,"5,000",0.00,"14,358",N/A,N/A,
1366,신한 인버스 2X 구리 선물 ETN,"2,700",35,-1.28%,0,135,"5,000",0.00,"28,241",N/A,N/A,
1367,TRUE 인버스 플래티넘 선물 ETN,"13,335",140,+1.06%,0,133,"1,000",0.00,5,N/A,N/A,
1368,대신 2X 철광석 선물 ETN(H),"13,335",535,-3.86%,0,133,"1,000",0.00,"3,052",N/A,N/A,
1369,파워 코스피100,"30,180",70,-0.23%,0,133,440,0.04,44,N/A,N/A,
1370,KINDEX 중장기국공채액티브,"99,195",10,+0.01%,0,132,133,0.00,12,N/A,N/A,
1371,신한 인버스 금 선물 ETN(H),"6,585",10,-0.15%,0,132,"2,000",0.00,"1,145",N/A,N/A,
1372,ARIRANG 코스피50,"27,430",245,-0.89%,0,132,480,0.04,36,N/A,N/A,
1373,KB FnGuide 언택트 ETN,"13,100",305,-2.28%,0,131,"1,000",0.00,27,N/A,N/A,
1374,KINDEX 미국고배당S&P,"10,840",45,-0.41%,0,130,"1,200",0.00,"48,585",N/A,N/A,
1375,신한 인버스 2X 은 선물 ETN(H),"2,600",55,-2.07%,0,130,"5,000",0.00,"23,380",N/A,N/A,
1376,대신 천연가스 선물 ETN(H),"12,990",930,+7.71%,0,130,"1,000",0.00,"2,105",N/A,N/A,
1377,KODEX 코스닥150롱코스피200숏선물,"8,655",85,-0.97%,0,130,"1,500",0.00,999,N/A,N/A,
1378,KODEX 미국스마트모빌리티S&P,"9,270",90,-0.96%,0,130,"1,400",0.06,"10,004",N/A,N/A,
1379,KB 천연가스 선물 ETN(H),"12,960",875,+7.24%,0,130,"1,000",0.00,"17,624",N/A,N/A,
1380,TRUE 레버리지 유로스탁스50 ETN(H) B,"12,900",120,-0.92%,0,129,"1,000",0.00,85,N/A,N/A,
1381,대신 알루미늄 선물 ETN(H),"12,890",10,-0.08%,0,129,"1,000",0.00,859,N/A,N/A,
1382,KODEX 미국S&P산업재(합성),"22,380",0,0.00%,0,128,574,0.00,"1,748",N/A,N/A,
1383,KODEX 모멘텀Plus,"12,825",140,-1.08%,0,128,"1,000",0.00,465,N/A,N/A,
1384,KBSTAR KRX300레버리지,"17,980",400,-2.18%,0,126,700,0.21,36,N/A,N/A,
1385,KINDEX 국고채10년,"93,145",50,+0.05%,0,126,135,0.00,63,N/A,N/A,
1386,KODEX KTOP30,"20,935",185,-0.88%,0,126,600,0.00,151,N/A,N/A,
1387,삼성 인버스 HSCEI ETN(H),"12,530",340,-2.64%,0,125,"1,000",0.00,25,N/A,N/A,
1388,ARIRANG 200선물레버리지,"41,735",660,-1.56%,0,125,300,0.11,761,N/A,N/A,
1389,TRUE 인버스 은 선물 ETN,"12,500",0,0.00%,0,125,"1,000",0.00,0,N/A,N/A,
1390,일양약품우,"28,050",150,-0.53%,"2,500",125,445,0.26,"1,087",47.38,N/A,
1391,KINDEX 중국본토CSI300레버리지(합성),"5,660",5,-0.09%,0,125,"2,200",4.39,"12,013",N/A,N/A,
1392,대덕1우,"10,250",150,-1.44%,500,124,"1,212",0.34,"2,214",13.87,N/A,
1393,ARIRANG 고배당주채권혼합,"11,255",65,+0.58%,0,124,"1,100",0.00,"7,007",N/A,N/A,
1394,ARIRANG 고배당저변동50,"11,710",115,+0.99%,0,123,"1,050",0.00,"17,868",N/A,N/A,
1395,KODEX 최소변동성,"12,220",0,0.00%,0,122,"1,000",0.00,0,N/A,N/A,
1396,성신양회우,"16,500",400,-2.37%,"5,000",121,736,6.58,"26,877",64.71,N/A,
1397,삼성 인버스 항셍테크 ETN(H),"12,115",320,-2.57%,0,121,"1,000",0.00,51,N/A,N/A,
1398,KB KRX ESG Eco ETN,"12,095",60,+0.50%,0,121,"1,000",0.00,2,N/A,N/A,
1399,HANARO Fn5G산업,"13,360",150,-1.11%,0,120,900,0.04,"2,060",N/A,N/A,
1400,KBSTAR KRX300,"18,365",145,-0.78%,0,119,650,0.00,"3,116",N/A,N/A,
1401,KB 인버스 2X 은 선물 ETN(H),"23,690",0,0.00%,0,118,500,0.00,0,N/A,N/A,
1402,KBSTAR 글로벌메타버스Moorgate,"9,785",135,-1.36%,0,117,"1,200",0.00,"642,801",N/A,N/A,
1403,메리츠 인버스 2X KRX300 선물 ETN,"11,740",205,+1.78%,0,117,"1,000",0.00,238,N/A,N/A,
1404,메리츠 인버스 2X 국채30년 ETN,"11,730",25,+0.21%,0,117,"1,000",0.00,106,N/A,N/A,
1405,KBSTAR 헬스케어채권혼합,"11,690",5,+0.04%,0,117,"1,000",0.00,"5,920",N/A,N/A,
1406,SOL 선진국MSCI World(합성 H),"19,445",50,-0.26%,0,117,600,0.00,7,N/A,N/A,
1407,KOSEF 블루칩,"9,650",90,-0.92%,0,116,"1,200",0.00,"1,293",N/A,N/A,
1408,KINDEX 스마트로우볼,"16,520",80,-0.48%,0,116,700,0.00,21,N/A,N/A,
1409,HANARO 탄소효율그린뉴딜,"9,605",75,-0.77%,0,115,"1,200",0.00,743,N/A,N/A,
1410,KBSTAR 중국MSCI China(H),"10,965",90,+0.83%,0,115,"1,050",0.00,"1,275",N/A,N/A,
1411,KODEX Fn웹툰&드라마,"8,785",170,-1.90%,0,114,"1,300",0.00,"15,756",N/A,N/A,
1412,TIMEFOLIO K컬처액티브,"8,720",200,-2.24%,0,113,"1,300",0.00,"1,423",N/A,N/A,
1413,KODEX 미국달러선물인버스2X,"8,615",30,+0.35%,0,113,"1,310",0.00,"52,309",N/A,N/A,
1414,TRUE S&P500 양매도 4% OTM ETN(H),"11,250",5,+0.04%,0,112,"1,000",0.00,5,N/A,N/A,
1415,TIGER 코스닥150바이오테크,"10,005",325,-3.15%,0,112,"1,120",0.00,"18,137",N/A,N/A,
1416,DB하이텍1우,"99,700","3,300",-3.20%,"5,000",112,112,1.07,425,20.83,N/A,
1417,삼성 나스닥 100 ETN(H),"11,135",120,-1.07%,0,111,"1,000",0.00,73,N/A,N/A,
1418,KINDEX 일본TOPIX레버리지(H),"22,250",75,+0.34%,0,111,500,0.00,94,N/A,N/A,
1419,KOSEF KRX100,"6,150",65,-1.05%,0,111,"1,800",0.01,629,N/A,N/A,
1420,SOL 차이나태양광CSI(합성),"9,210",150,-1.60%,0,111,"1,200",0.00,"3,920",N/A,N/A,
1421,TIGER 200 철강소재,"9,345",70,-0.74%,0,110,"1,180",1.39,"21,393",N/A,N/A,
1422,KINDEX 블룸버그베트남VN30선물레버리지(H),"22,010",205,-0.92%,0,110,500,0.00,"2,424",N/A,N/A,
1423,KOSEF 200선물인버스2X,"2,225",40,+1.83%,0,110,"4,940",0.40,"73,152",N/A,N/A,
1424,KINDEX 미국스팩&IPO INDXX,"9,150",50,-0.54%,0,110,"1,200",0.00,674,N/A,N/A,
1425,TRUE 인버스 HSCEI ETN(H) B,"10,965",220,-1.97%,0,110,"1,000",0.00,34,N/A,N/A,
1426,KBSTAR 200IT,"16,090",305,-1.86%,0,109,680,0.00,"10,011",N/A,N/A,
1427,메리츠 인버스 국채30년 ETN,"10,890",35,+0.32%,0,109,"1,000",0.00,1,N/A,N/A,
1428,KINDEX 싱가포르리츠,"12,100",110,-0.90%,0,109,900,0.00,77,N/A,N/A,
1429,ARIRANG KRX300,"18,135",190,-1.04%,0,109,600,0.00,111,N/A,N/A,
1430,메리츠 인버스 은 선물 ETN(H),"10,855",160,-1.45%,0,109,"1,000",0.00,8,N/A,N/A,
1431,삼성 인버스 은 선물 ETN(H),"10,850",150,-1.36%,0,108,"1,000",0.00,6,N/A,N/A,
1432,TIGER 일본TOPIX헬스케어(합성),"10,800",5,+0.05%,0,108,"1,000",0.00,110,N/A,N/A,
1433,마이다스 KoreaStock액티브,"20,545",170,-0.82%,0,108,525,0.00,91,N/A,N/A,
1434,TIGER KRX2차전지K-뉴딜레버리지,"9,750",320,-3.18%,0,107,"1,100",0.00,"63,137",N/A,N/A,
1435,TRUE 인버스 금 선물 ETN,"10,715",0,0.00%,0,107,"1,000",0.00,0,N/A,N/A,
1436,KBSTAR KQ고배당,"15,305",140,-0.91%,0,107,700,0.00,477,N/A,N/A,
1437,미래에셋 인버스 미디어엔터 Core5 ETN,"10,695",145,+1.37%,0,107,"1,000",0.00,116,N/A,N/A,
1438,KBSTAR 5대그룹주,"7,635",175,-2.24%,0,107,"1,400",0.00,"8,787",N/A,N/A,
1439,대상홀딩스우,"11,700",250,-2.09%,"1,000",107,913,0.69,"4,708",8.32,N/A,
1440,신한 인버스 구리 선물 ETN(H),"5,340",10,-0.19%,0,107,"2,000",0.00,887,N/A,N/A,
1441,신한 달러인덱스 선물 ETN(H),"10,640",30,-0.28%,0,106,"1,000",0.00,55,N/A,N/A,
1442,TRUE 베트남 VN30 선물 ETN(H),"10,635",40,-0.37%,0,106,"1,000",0.00,20,N/A,N/A,
1443,대신 밀 선물 ETN(H),"10,590",185,+1.78%,0,106,"1,000",0.00,397,N/A,N/A,
1444,TRUE 유로스탁스50 양매도 5% OTM ETN(H),"10,570",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A,
1445,FOCUS 혁신기업액티브,"9,555",95,-0.98%,0,105,"1,100",0.00,35,N/A,N/A,
1446,KODEX 일본TOPIX100,"17,295",105,+0.61%,0,104,600,0.00,393,N/A,N/A,
1447,TRUE 금 선물 ETN,"10,360",15,-0.14%,0,104,"1,000",0.00,2,N/A,N/A,
1448,KOSEF 미국달러선물인버스,"9,935",0,0.00%,0,103,"1,040",0.00,143,N/A,N/A,
1449,신한 USD K200 선물 바이셀 ETN,"5,165",0,0.00%,0,103,"2,000",0.00,0,N/A,N/A,
1450,메리츠 인버스 2X 미국채10년 ETN(H),"10,310",145,+1.43%,0,103,"1,000",0.00,84,N/A,N/A,
1451,TREX 펀더멘탈 200,"41,190",65,-0.16%,0,103,250,0.08,17,N/A,N/A,
1452,메리츠 대표 농산물 선물 ETN(H),"10,275",100,+0.98%,0,103,"1,000",0.00,141,N/A,N/A,
1453,하나 KRX300 ETN,"10,270",25,-0.24%,0,103,"1,000",0.00,"3,928",N/A,N/A,
1454,KBSTAR 글로벌클린에너지S&P,"8,550",50,-0.58%,0,103,"1,200",0.00,"4,172",N/A,N/A,
1455,TRUE 구리 선물 ETN,"10,245",30,+0.29%,0,102,"1,000",0.00,6,N/A,N/A,
1456,KODEX TSE일본리츠(H),"12,790",20,-0.16%,0,102,800,0.00,"1,417",N/A,N/A,
1457,메리츠 인버스 미국채10년 ETN(H),"10,160",65,+0.64%,0,102,"1,000",0.00,4,N/A,N/A,
1458,KINDEX KRX금현물,"10,150",5,-0.05%,0,102,"1,000",0.00,"324,760",N/A,N/A,
1459,신한 인버스 은 선물 ETN(H),"5,065",55,-1.07%,0,101,"2,000",0.00,337,N/A,N/A,
1460,ARIRANG 국채선물10년,"54,695",15,-0.03%,0,101,184,0.00,215,N/A,N/A,
1461,삼성 인버스 코스닥 150 선물 ETN,"10,055",195,+1.98%,0,101,"1,000",0.00,"18,983",N/A,N/A,
1462,메리츠 레버리지 국채10년 ETN,"10,050",25,-0.25%,0,100,"1,000",0.00,3,N/A,N/A,
1463,하나 인버스 코스닥150 선물 ETN,"10,050",200,+2.03%,0,100,"1,000",0.00,"4,966",N/A,N/A,
1464,메리츠 국채10년 ETN,"10,040",45,-0.45%,0,100,"1,000",0.00,3,N/A,N/A,
1465,TREX 200,"40,090",310,-0.77%,0,100,250,0.00,110,N/A,N/A,
1466,삼성 구리 선물 ETN(H),"10,015",45,+0.45%,0,100,"1,000",0.00,105,N/A,N/A,
1467,메리츠 CSI 300 ETN,"10,000",0,0.00%,0,100,"1,000",0.00,0,N/A,N/A,
1468,메리츠 인버스 국채10년 ETN,"9,975",15,+0.15%,0,100,"1,000",0.00,2,N/A,N/A,
1469,KB 레버리지 구리 선물 ETN(H),"19,935",260,+1.32%,0,100,500,0.00,1,N/A,N/A,
1470,KODEX WTI원유선물인버스(H),"6,990",100,+1.45%,0,100,"1,425",0.00,"66,324",N/A,N/A,
1471,메리츠 구리 선물 ETN(H),"9,960",0,0.00%,0,100,"1,000",0.00,0,N/A,N/A,
1472,삼성 인버스 금 선물 ETN(H),"9,950",30,-0.30%,0,100,"1,000",0.00,4,N/A,N/A,
1473,한양증권우,"18,950",350,-1.81%,"5,000",99,525,0.14,431,3.37,N/A,
1474,삼성 인버스 코스피 200 선물 ETN,"9,930",95,+0.97%,0,99,"1,000",0.00,"2,422",N/A,N/A,
1475,KBSTAR 글로벌데이터센터리츠나스닥(합성),"12,410",15,+0.12%,0,99,800,0.00,"1,471",N/A,N/A,
1476,하나 코스닥150 선물 ETN,"9,920",105,-1.05%,0,99,"1,000",0.00,2,N/A,N/A,
1477,TIGER 미국S&P500선물인버스(H),"3,540",5,+0.14%,0,99,"2,800",0.00,"44,190",N/A,N/A,
1478,메리츠 인버스 2X 국채10년 ETN,"9,890",10,-0.10%,0,99,"1,000",0.00,220,N/A,N/A,
1479,삼성 금 선물 ETN(H),"9,890",0,0.00%,0,99,"1,000",0.00,11,N/A,N/A,
1480,KINDEX 모닝스타싱가포르리츠채권혼합,"9,885",25,-0.25%,0,99,"1,000",0.00,622,N/A,N/A,
1481,KB 인버스 2X 금 선물 ETN(H),"19,765",0,0.00%,0,99,500,0.00,0,N/A,N/A,
1482,메리츠 인버스 구리 선물 ETN(H),"9,875",75,-0.75%,0,99,"1,000",0.00,6,N/A,N/A,
1483,삼성 인버스 구리 선물 ETN(H),"9,870",55,-0.55%,0,99,"1,000",0.00,108,N/A,N/A,
1484,메리츠 미국채10년 ETN(H),"9,845",60,-0.61%,0,98,"1,000",0.00,17,N/A,N/A,
1485,메리츠 금 선물 ETN(H),"9,830",0,0.00%,0,98,"1,000",0.00,0,N/A,N/A,
1486,크라운제과우,"12,650",100,-0.78%,200,98,774,0.00,"5,454",13.19,N/A,
1487,TIGER 일본TOPIX(합성 H),"16,300",65,-0.40%,0,98,600,0.00,45,N/A,N/A,
1488,TRUE 코스닥 150 ETN,"9,725",235,-2.36%,0,97,"1,000",0.00,"2,779",N/A,N/A,
1489,KB 인버스 2X 구리 선물 ETN(H),"19,415",370,-1.87%,0,97,500,0.00,181,N/A,N/A,
1490,WOORI AI ESG액티브,"9,705",165,-1.67%,0,97,"1,000",0.00,"58,287",N/A,N/A,
1491,KB 레버리지 금 선물 ETN(H),"19,375",0,0.00%,0,97,500,0.00,0,N/A,N/A,
1492,메리츠 레버리지 미국채10년 ETN(H),"9,665",135,-1.38%,0,97,"1,000",0.00,76,N/A,N/A,
1493,KODEX 필수소비재,"8,030",240,-2.90%,0,96,"1,200",0.00,"12,527",N/A,N/A,
1494,KODEX 밸류Plus,"9,630",35,-0.36%,0,96,"1,000",0.00,5,N/A,N/A,
1495,코오롱글로벌우,"30,700",100,-0.32%,"5,000",96,313,0.82,264,5.63,N/A,
1496,KBSTAR 차이나HSCEI(H),"9,600",120,+1.27%,0,96,"1,000",0.00,"5,636",N/A,N/A,
1497,삼성 인버스 2X 금 선물 ETN(H),"9,500",25,-0.26%,0,95,"1,000",0.00,"4,173",N/A,N/A,
1498,대신 아연선물 ETN(H),"13,500",115,-0.84%,0,94,700,0.00,"2,642",N/A,N/A,
1499,HANARO Fn K-메타버스MZ,"11,060",160,-1.43%,0,94,850,0.05,"14,888",N/A,N/A,
1500,TIGER 로우볼,"12,365",110,+0.90%,0,94,760,0.00,49,N/A,N/A,
1501,KINDEX 러시아MSCI(합성),"31,295",10,+0.03%,0,94,300,0.00,"1,012",N/A,N/A,
1502,TIGER 의료기기,"18,770",320,-1.68%,0,94,500,0.00,"22,199",N/A,N/A,
1503,TIGER 200에너지화학레버리지,"18,720",220,-1.16%,0,94,500,0.00,"9,924",N/A,N/A,
1504,계양전기우,"6,680",160,-2.34%,500,94,"1,400",3.03,"8,555",35.16,N/A,
1505,TRUE 인버스 베트남 VN30 선물 ETN(H),"9,315",5,+0.05%,0,93,"1,000",0.00,9,N/A,N/A,
1506,KBSTAR 미국고정배당우선증권ICE TR,"10,945",55,-0.50%,0,93,850,0.00,"2,985",N/A,N/A,
1507,신한 인버스 달러인덱스 선물 ETN(H),"9,260",30,+0.33%,0,93,"1,000",0.00,11,N/A,N/A,
1508,삼성 KRX 2차전지 K-뉴딜 ETN,"9,225",195,-2.07%,0,92,"1,000",0.00,140,N/A,N/A,
1509,ARIRANG 글로벌MSCI(합성 H),"18,065",140,-0.77%,0,92,510,0.00,154,N/A,N/A,
1510,노루페인트우,"19,850",300,+1.53%,500,92,463,0.60,"5,970",27.80,N/A,
1511,KODEX MSCI Korea,"18,385",165,-0.89%,0,92,500,0.00,285,N/A,N/A,
1512,ARIRANG 코스피,"30,555",295,-0.96%,0,92,300,1.79,128,N/A,N/A,
1513,메리츠 국채30년 ETN,"9,155",55,-0.60%,0,92,"1,000",0.00,3,N/A,N/A,
1514,동원시스템즈우,"34,500",250,+0.73%,"5,000",92,265,0.15,374,15.62,N/A,
1515,KINDEX 레버리지,"9,140",65,-0.71%,0,91,"1,000",0.35,"12,357",N/A,N/A,
1516,KINDEX Fn5G플러스,"9,135",170,-1.83%,0,91,"1,000",0.00,"4,636",N/A,N/A,
1517,KODEX 혁신기술테마액티브,"13,015",85,-0.65%,0,91,700,0.00,"60,191",N/A,N/A,
1518,TIGER KRX BBIG K-뉴딜레버리지,"8,275",210,-2.47%,0,91,"1,100",0.00,"234,369",N/A,N/A,
1519,KINDEX 스마트밸류,"15,050",60,-0.40%,0,90,600,0.00,21,N/A,N/A,
1520,메리츠 STAR 50 ETN,"9,000",15,+0.17%,0,90,"1,000",0.00,"6,557",N/A,N/A,
1521,KODEX MSCI밸류,"12,855",30,-0.23%,0,90,700,0.00,86,N/A,N/A,
1522,메리츠 은 선물 ETN(H),"8,960",100,+1.13%,0,90,"1,000",0.00,100,N/A,N/A,
1523,TIGER 이머징마켓MSCI레버리지(합성 H),"12,725",325,+2.62%,0,89,700,0.00,"3,341",N/A,N/A,
1524,삼성 은 선물 ETN(H),"8,900",0,0.00%,0,89,"1,000",0.00,0,N/A,N/A,
1525,KODEX 3대농산물선물(H),"11,400",90,+0.80%,0,89,780,0.00,"12,034",N/A,N/A,
1526,대신 인버스 알루미늄 선물 ETN(H),"8,875",20,+0.23%,0,89,"1,000",0.00,334,N/A,N/A,
1527,금호건설우,"30,250",150,-0.49%,"5,000",88,292,0.00,228,10.24,N/A,
1528,HANARO Fn친환경에너지,"10,395",100,-0.95%,0,88,850,0.00,"5,922",N/A,N/A,
1529,KODEX 미국S&P바이오(합성),"27,085",695,-2.50%,0,88,325,0.00,"4,218",N/A,N/A,
